feedback_date,region,feedback_type,total_feedback_count,complaint_count,compliment_count,inquiry_count,avg_sentiment_score,negative_sentiment_count,neutral_sentiment_count,positive_sentiment_count,network_issue_count,billing_issue_count,service_issue_count,other_issue_count
2024-12-11,Latin America,Call,280,104,63,113,0.09,98,105,77,84,15,3,2
2024-12-11,Latin America,Email,499,15,152,332,-0.22,210,108,181,12,0,1,2
2024-12-11,Latin America,Social,279,100,54,125,-0.19,107,88,84,78,0,5,17
2024-12-11,Latin America,Chat,319,67,65,187,0.36,130,66,123,26,24,4,13
2024-12-11,Asia-Pacific,Call,492,139,77,276,-0.09,151,185,156,90,27,4,18
2024-12-11,Asia-Pacific,Email,287,74,40,173,-0.28,87,141,59,20,1,1,52
2024-12-11,Asia-Pacific,Social,149,20,38,91,0.11,45,48,56,3,15,1,1
2024-12-11,Asia-Pacific,Chat,77,31,20,26,-0.34,20,31,26,28,1,0,2
2024-12-11,India & Middle East,Call,469,90,117,262,-0.09,168,125,176,4,56,8,22
2024-12-11,India & Middle East,Email,134,44,11,79,-0.19,43,53,38,9,32,3,0
2024-12-11,India & Middle East,Social,149,41,42,66,0.21,52,61,36,14,9,1,17
2024-12-11,India & Middle East,Chat,104,30,16,58,0.33,20,46,38,28,0,0,2
2024-12-11,Oceania,Call,342,84,109,149,0.39,149,100,93,65,7,9,3
2024-12-11,Oceania,Email,170,37,30,103,0.25,36,76,58,13,5,5,14
2024-12-11,Oceania,Social,455,201,43,211,-0.29,201,142,112,69,102,14,16
2024-12-11,Oceania,Chat,183,68,43,72,0.16,39,97,47,10,39,7,12
2024-12-12,Europe & MENA,Call,449,145,72,232,0.18,199,114,136,11,104,27,3
2024-12-12,Europe & MENA,Email,234,50,19,165,-0.01,73,100,61,10,23,10,7
2024-12-12,Europe & MENA,Social,215,51,13,151,-0.14,60,74,81,21,24,2,4
2024-12-12,Europe & MENA,Chat,383,79,63,241,-0.33,105,147,131,78,0,0,1
2024-12-12,North America,Call,123,40,38,45,-0.18,47,49,27,14,13,10,3
2024-12-12,North America,Email,290,112,14,164,-0.17,100,87,103,28,43,41,0
2024-12-12,North America,Social,431,193,103,135,-0.09,166,174,91,121,65,0,7
2024-12-12,North America,Chat,133,47,36,50,-0.17,37,66,30,15,7,8,17
2024-12-12,Latin America,Call,349,47,111,191,-0.07,151,75,123,0,6,8,33
2024-12-12,Latin America,Email,120,51,13,56,0.4,38,55,27,49,2,25,0
2024-12-12,Latin America,Social,303,3,98,202,0.33,107,78,118,3,2,3,0
2024-12-12,Latin America,Chat,511,51,7,453,0.34,139,173,199,16,26,8,1
2024-12-12,Asia-Pacific,Call,115,12,26,77,0.37,29,43,43,1,0,5,6
2024-12-12,Asia-Pacific,Email,299,70,99,130,0.32,88,122,89,61,0,1,8
2024-12-12,Asia-Pacific,Social,310,94,57,159,-0.08,130,104,76,67,9,12,6
2024-12-12,Asia-Pacific,Chat,371,98,122,151,-0.23,94,194,83,70,4,14,10
2024-12-12,India & Middle East,Call,205,42,8,155,-0.16,76,67,62,0,42,41,0
2024-12-12,India & Middle East,Email,289,84,36,169,-0.21,123,51,115,30,0,16,38
2024-12-12,India & Middle East,Social,277,93,67,117,-0.22,116,84,77,78,4,5,6
2024-12-12,India & Middle East,Chat,345,12,27,306,0.37,132,129,84,7,4,1,0
2024-12-12,Oceania,Call,110,41,11,58,0.27,39,41,30,23,17,1,0
2024-12-12,Oceania,Email,174,79,31,64,-0.26,62,64,48,51,22,5,1
2024-12-12,Oceania,Social,420,47,20,353,-0.33,183,122,115,15,28,2,2
2024-12-12,Oceania,Chat,386,34,90,262,-0.32,79,180,127,2,21,10,1
2024-12-13,Europe & MENA,Call,72,32,14,26,0.05,26,29,17,6,6,13,7
2024-12-13,Europe & MENA,Email,453,49,93,311,0.21,100,219,134,28,4,13,4
2024-12-13,Europe & MENA,Social,118,50,12,56,-0.14,30,43,45,20,12,14,4
2024-12-13,Europe & MENA,Chat,143,66,45,32,0.33,61,46,36,66,40,39,0
2024-12-13,North America,Call,161,27,27,107,0.11,71,32,58,7,12,1,7
2024-12-13,North America,Email,224,82,26,116,-0.25,71,64,89,51,1,29,1
2024-12-13,North America,Social,458,11,52,395,0.03,120,180,158,6,1,0,4
2024-12-13,North America,Chat,99,32,12,55,-0.25,40,40,19,12,7,10,3
2024-12-13,Latin America,Call,88,15,29,44,0.12,21,45,22,12,3,1,0
2024-12-13,Latin America,Email,497,89,148,260,0.33,131,249,117,65,17,6,1
2024-12-13,Latin America,Social,304,35,77,192,-0.03,76,136,92,8,9,14,4
2024-12-13,Latin America,Chat,494,238,105,151,0.05,200,190,104,202,18,16,2
2024-12-13,Asia-Pacific,Call,167,61,15,91,0.1,54,60,53,61,20,5,0
2024-12-13,Asia-Pacific,Email,281,41,58,182,-0.07,112,63,106,31,4,1,5
2024-12-13,Asia-Pacific,Social,175,25,50,100,-0.14,45,87,43,11,7,2,5
2024-12-13,Asia-Pacific,Chat,351,118,9,224,0.42,141,118,92,72,2,24,20
2024-12-13,India & Middle East,Call,355,138,45,172,0.25,87,188,80,45,54,17,22
2024-12-13,India & Middle East,Email,118,14,18,86,-0.09,51,42,25,8,1,1,4
2024-12-13,India & Middle East,Social,290,51,64,175,-0.1,67,147,76,13,3,26,9
2024-12-13,India & Middle East,Chat,340,69,26,245,0.11,121,113,106,57,0,8,4
2024-12-13,Oceania,Call,491,111,116,264,-0.26,114,260,117,21,77,0,13
2024-12-13,Oceania,Email,64,7,7,50,0.06,21,21,22,3,3,0,1
2024-12-13,Oceania,Social,130,61,41,28,-0.02,52,52,26,42,15,0,4
2024-12-13,Oceania,Chat,419,186,86,147,0.2,136,169,114,66,40,1,79
2024-12-14,Europe & MENA,Call,191,6,49,136,-0.09,50,79,62,5,1,1,0
2024-12-14,Europe & MENA,Email,240,45,64,131,0.01,89,100,51,9,31,3,2
2024-12-14,Europe & MENA,Social,81,29,23,29,0.35,34,26,21,27,0,2,0
2024-12-14,Europe & MENA,Chat,67,29,2,36,-0.22,29,13,25,6,21,0,2
2024-12-14,North America,Call,321,156,59,106,-0.03,125,75,121,119,36,1,0
2024-12-14,North America,Email,286,10,38,238,-0.28,79,95,112,8,1,0,1
2024-12-14,North America,Social,299,6,38,255,0.19,96,96,107,4,0,2,0
2024-12-14,North America,Chat,264,35,6,223,0.16,63,102,99,5,10,4,16
2024-12-14,Latin America,Call,492,239,112,141,-0.14,171,169,152,118,109,1,11
2024-12-14,Latin America,Email,154,53,14,87,0.23,46,55,53,15,0,7,31
2024-12-14,Latin America,Social,192,30,62,100,0.13,64,62,66,22,5,1,2
2024-12-14,Latin America,Chat,354,118,9,227,-0.27,150,83,121,17,35,1,65
2024-12-14,Asia-Pacific,Call,274,62,26,186,-0.25,107,67,100,4,32,4,22
2024-12-14,Asia-Pacific,Email,273,108,29,136,-0.32,59,137,77,21,59,2,26
2024-12-14,Asia-Pacific,Social,305,104,35,166,0.04,106,122,77,79,2,7,16
2024-12-14,Asia-Pacific,Chat,198,94,48,56,-0.06,40,79,79,60,24,1,9
2024-12-14,India & Middle East,Call,143,59,46,38,0.21,46,44,53,30,10,0,19
2024-12-14,India & Middle East,Email,396,66,72,258,0.31,95,217,84,54,0,0,12
2024-12-14,India & Middle East,Social,446,84,4,358,-0.25,180,168,98,43,11,9,21
2024-12-14,India & Middle East,Chat,476,72,119,285,-0.02,137,192,147,13,32,6,21
2024-12-14,Oceania,Call,217,67,9,141,0.31,57,109,51,60,6,1,0
2024-12-14,Oceania,Email,458,140,144,174,-0.08,154,175,129,14,122,2,2
2024-12-14,Oceania,Social,342,129,54,159,0.33,68,202,72,90,37,0,2
2024-12-14,Oceania,Chat,176,79,34,63,-0.32,77,64,35,68,4,7,0
2024-12-15,Europe & MENA,Call,242,95,65,82,-0.3,51,104,87,50,30,3,12
2024-12-15,Europe & MENA,Email,141,46,42,53,-0.34,32,73,36,1,36,4,5
2024-12-15,Europe & MENA,Social,456,28,112,316,-0.27,107,201,148,19,7,1,1
2024-12-15,Europe & MENA,Chat,503,0,102,401,-0.3,167,185,151,0,0,0,0
2024-12-15,North America,Call,300,108,63,129,0.26,72,164,64,57,7,25,19
2024-12-15,North America,Email,338,151,95,92,0.17,140,115,83,122,7,1,21
2024-12-15,North America,Social,383,50,123,210,-0.13,151,107,125,49,0,1,0
2024-12-15,North America,Chat,84,15,2,67,0.24,23,31,30,2,9,0,4
2024-12-15,Latin America,Call,66,9,22,35,-0.09,21,29,16,6,1,2,0
2024-12-15,Latin America,Email,400,83,126,191,-0.07,141,142,117,13,59,11,0
2024-12-15,Latin America,Social,478,133,118,227,0.34,122,234,122,13,39,3,78
2024-12-15,Latin America,Chat,431,121,29,281,0.45,187,148,96,55,28,10,28
2024-12-15,Asia-Pacific,Call,67,20,22,25,0.21,15,33,19,14,0,5,1
2024-12-15,Asia-Pacific,Email,368,176,11,181,0.25,127,110,131,96,31,1,48
2024-12-15,Asia-Pacific,Social,115,27,9,79,-0.31,43,44,28,24,2,1,0
2024-12-15,Asia-Pacific,Chat,261,4,85,172,-0.03,75,109,77,4,4,0,0
2024-12-15,India & Middle East,Call,134,54,43,37,0.33,34,74,26,32,21,1,0
2024-12-15,India & Middle East,Email,105,44,1,60,0.28,40,37,28,5,37,0,2
2024-12-15,India & Middle East,Social,433,97,66,270,-0.11,153,177,103,16,47,12,22
2024-12-15,India & Middle East,Chat,303,23,10,270,0.06,94,104,105,2,1,20,0
2024-12-15,Oceania,Call,426,207,14,205,0.14,91,220,115,66,64,74,3
2024-12-15,Oceania,Email,217,8,49,160,0.25,75,74,68,7,1,4,0
2024-12-15,Oceania,Social,348,167,92,89,-0.31,114,157,77,162,2,2,1
2024-12-15,Oceania,Chat,265,38,8,219,-0.31,86,73,106,25,3,6,4
2024-12-16,Europe & MENA,Call,253,65,61,127,-0.21,84,102,67,45,13,7,0
2024-12-16,Europe & MENA,Email,503,170,155,178,0.3,219,107,177,132,9,0,29
2024-12-16,Europe & MENA,Social,79,10,24,45,0.08,35,26,18,2,7,1,0
2024-12-16,Europe & MENA,Chat,395,59,67,269,-0.32,94,148,153,37,15,0,7
2024-12-16,North America,Call,246,7,62,177,0.19,101,80,65,7,5,4,0
2024-12-16,North America,Email,335,103,6,226,0.43,91,161,83,94,7,0,2
2024-12-16,North America,Social,499,166,87,246,-0.27,106,272,121,112,42,7,5
2024-12-16,North America,Chat,505,214,135,156,0.45,223,138,144,188,20,0,6
2024-12-16,Latin America,Call,472,117,76,279,0.3,124,230,118,112,0,1,4
2024-12-16,Latin America,Email,127,44,19,64,-0.18,57,30,40,14,5,11,14
2024-12-16,Latin America,Social,384,182,79,123,-0.11,134,116,134,11,71,87,13
2024-12-16,Latin America,Chat,81,23,2,56,0.44,30,22,29,8,5,3,7
2024-12-16,Asia-Pacific,Call,490,63,134,293,-0.11,142,237,111,34,24,5,0
2024-12-16,Asia-Pacific,Email,131,65,14,52,0.09,33,62,36,27,20,5,13
2024-12-16,Asia-Pacific,Social,257,15,65,177,-0.06,53,146,58,13,1,0,1
2024-12-16,Asia-Pacific,Chat,226,41,31,154,0.34,48,130,48,38,0,2,1
2024-12-16,India & Middle East,Call,513,9,167,337,-0.24,116,260,137,1,4,3,1
2024-12-16,India & Middle East,Email,227,10,12,205,0.28,81,61,85,1,3,4,2
2024-12-16,India & Middle East,Social,221,53,44,124,0.01,49,118,54,13,36,1,3
2024-12-16,India & Middle East,Chat,384,71,54,259,0.02,142,152,90,19,29,20,3
2024-12-16,Oceania,Call,499,242,159,98,0.33,195,188,116,78,113,13,38
2024-12-16,Oceania,Email,136,40,2,94,-0.15,28,66,42,5,24,7,4
2024-12-16,Oceania,Social,229,20,4,205,0.26,45,113,71,3,12,1,4
2024-12-16,Oceania,Chat,98,6,0,92,-0.28,38,26,34,2,2,0,2
2024-12-17,Europe & MENA,Call,338,45,100,193,-0.12,111,101,126,20,4,16,5
2024-12-17,Europe & MENA,Email,425,184,28,213,-0.25,182,90,153,43,63,54,24
2024-12-17,Europe & MENA,Social,514,68,34,412,0.34,211,157,146,31,35,2,0
2024-12-17,Europe & MENA,Chat,131,65,31,35,-0.21,35,61,35,60,2,1,2
2024-12-17,North America,Call,195,33,49,113,-0.3,48,99,48,0,23,3,7
2024-12-17,North America,Email,402,166,102,134,0.22,82,235,85,135,5,4,22
2024-12-17,North America,Social,513,118,151,244,0.33,166,245,102,68,49,1,0
2024-12-17,North America,Chat,429,155,120,154,-0.11,134,144,151,149,2,3,1
2024-12-17,Latin America,Call,279,11,7,261,-0.29,84,138,57,10,0,0,1
2024-12-17,Latin America,Email,327,152,80,95,0.35,119,102,106,16,70,9,57
2024-12-17,Latin America,Social,129,16,38,75,0.01,40,62,27,0,8,1,7
2024-12-17,Latin America,Chat,410,162,90,158,-0.22,152,109,149,76,57,15,14
2024-12-17,Asia-Pacific,Call,262,21,40,201,-0.02,97,103,62,19,0,0,2
2024-12-17,Asia-Pacific,Email,458,215,81,162,0.21,100,255,103,11,195,6,3
2024-12-17,Asia-Pacific,Social,419,113,91,215,-0.32,135,163,121,63,36,7,7
2024-12-17,Asia-Pacific,Chat,399,79,108,212,0.15,122,154,123,41,8,2,28
2024-12-17,India & Middle East,Call,74,17,8,49,-0.22,21,27,26,6,9,2,0
2024-12-17,India & Middle East,Email,307,18,17,272,0.2,82,131,94,6,12,9,0
2024-12-17,India & Middle East,Social,473,20,28,425,0.16,180,174,119,13,0,1,6
2024-12-17,India & Middle East,Chat,397,21,63,313,-0.17,145,114,138,9,6,6,0
2024-12-17,Oceania,Call,66,25,11,30,0.35,23,30,13,12,1,12,0
2024-12-17,Oceania,Email,127,57,10,60,0.23,27,64,36,27,1,2,27
2024-12-17,Oceania,Social,290,23,61,206,0.07,79,104,107,22,1,2,0
2024-12-17,Oceania,Chat,324,117,23,184,-0.33,79,132,113,45,3,45,24
2024-12-18,Europe & MENA,Call,94,22,5,67,0.39,23,52,19,2,3,1,16
2024-12-18,Europe & MENA,Email,164,59,4,101,0.26,40,85,39,59,14,16,0
2024-12-18,Europe & MENA,Social,153,22,17,114,-0.18,30,88,35,12,0,8,2
2024-12-18,Europe & MENA,Chat,263,78,1,184,0.19,99,81,83,36,26,13,3
2024-12-18,North America,Call,362,43,70,249,0.22,84,152,126,12,2,14,15
2024-12-18,North America,Email,193,23,38,132,0.11,72,69,52,6,6,0,11
2024-12-18,North America,Social,103,51,14,38,0.17,42,32,29,8,38,1,4
2024-12-18,North America,Chat,221,3,38,180,0.0,66,67,88,2,1,0,0
2024-12-18,Latin America,Call,434,173,114,147,0.39,191,154,89,165,4,3,1
2024-12-18,Latin America,Email,438,172,86,180,0.24,121,152,165,95,29,38,10
2024-12-18,Latin America,Social,390,62,123,205,-0.14,81,193,116,44,18,62,0
2024-12-18,Latin America,Chat,435,117,2,316,-0.31,171,114,150,35,0,77,5
2024-12-18,Asia-Pacific,Call,323,94,77,152,0.34,131,102,90,72,10,9,3
2024-12-18,Asia-Pacific,Email,189,28,39,122,0.02,38,110,41,4,21,0,3
2024-12-18,Asia-Pacific,Social,91,39,2,50,0.43,38,23,30,1,11,4,23
2024-12-18,Asia-Pacific,Chat,73,21,0,52,0.02,29,18,26,3,15,1,2
2024-12-18,India & Middle East,Call,425,178,43,204,0.41,168,155,102,53,64,56,5
2024-12-18,India & Middle East,Email,338,64,105,169,0.4,139,129,70,29,32,1,2
2024-12-18,India & Middle East,Social,63,15,9,39,-0.14,21,20,22,8,1,5,1
2024-12-18,India & Middle East,Chat,110,55,4,51,0.31,29,40,41,0,50,1,4
2024-12-18,Oceania,Call,310,102,103,105,-0.12,135,85,90,68,21,0,13
2024-12-18,Oceania,Email,104,31,3,70,0.18,42,36,26,11,1,6,13
2024-12-18,Oceania,Social,186,77,47,62,-0.01,60,59,67,72,0,3,2
2024-12-18,Oceania,Chat,434,202,116,116,-0.21,131,181,122,47,110,30,15
2024-12-19,Europe & MENA,Call,225,22,22,181,-0.25,85,57,83,2,10,1,9
2024-12-19,Europe & MENA,Email,272,24,89,159,0.35,88,110,74,18,5,0,1
2024-12-19,Europe & MENA,Social,329,17,67,245,-0.22,97,147,85,17,16,15,0
2024-12-19,Europe & MENA,Chat,134,37,33,64,0.17,30,71,33,30,0,2,5
2024-12-19,North America,Call,500,204,32,264,-0.11,178,205,117,116,14,56,18
2024-12-19,North America,Email,249,88,64,97,0.06,78,97,74,83,4,0,1
2024-12-19,North America,Social,285,38,56,191,-0.08,70,153,62,24,14,26,0
2024-12-19,North America,Chat,191,84,48,59,0.03,49,78,64,16,8,57,3
2024-12-19,Latin America,Call,299,75,15,209,0.07,88,101,110,74,0,0,1
2024-12-19,Latin America,Email,404,98,132,174,0.05,130,121,153,0,95,1,2
2024-12-19,Latin America,Social,190,69,45,76,-0.24,65,53,72,10,17,15,27
2024-12-19,Latin America,Chat,107,3,28,76,0.45,42,25,40,0,2,0,1
2024-12-19,Asia-Pacific,Call,312,139,15,158,-0.21,121,112,79,116,1,5,17
2024-12-19,Asia-Pacific,Email,451,14,33,404,-0.02,196,96,159,12,2,4,0
2024-12-19,Asia-Pacific,Social,439,56,13,370,0.21,160,109,170,31,19,1,5
2024-12-19,Asia-Pacific,Chat,316,66,44,206,-0.31,70,148,98,19,26,16,5
2024-12-19,India & Middle East,Call,501,11,34,456,-0.35,172,196,133,6,2,1,2
2024-12-19,India & Middle East,Email,66,0,13,53,-0.13,19,24,23,0,0,0,0
2024-12-19,India & Middle East,Social,213,98,7,108,-0.06,45,117,51,90,4,4,0
2024-12-19,India & Middle East,Chat,385,35,15,335,-0.27,85,164,136,4,18,6,7
2024-12-19,Oceania,Call,386,151,101,134,0.26,131,107,148,143,0,6,2
2024-12-19,Oceania,Email,315,129,40,146,-0.28,99,104,112,9,21,94,5
2024-12-19,Oceania,Social,287,64,87,136,0.42,85,143,59,15,26,6,17
2024-12-19,Oceania,Chat,109,30,33,46,-0.31,47,19,43,30,14,24,0
2024-12-20,Europe & MENA,Call,174,56,35,83,0.43,38,71,65,46,5,1,4
2024-12-20,Europe & MENA,Email,196,35,25,136,0.07,80,38,78,30,5,4,0
2024-12-20,Europe & MENA,Social,142,7,42,93,0.2,31,58,53,5,1,0,1
2024-12-20,Europe & MENA,Chat,251,38,10,203,0.22,58,123,70,38,19,2,0
2024-12-20,North America,Call,84,31,0,53,-0.17,32,26,26,15,15,1,0
2024-12-20,North America,Email,162,78,3,81,0.08,54,51,57,19,12,34,13
2024-12-20,North America,Social,444,60,74,310,-0.11,188,164,92,37,21,2,0
2024-12-20,North America,Chat,347,117,56,174,-0.07,102,174,71,39,72,2,4
2024-12-20,Latin America,Call,437,144,104,189,0.4,98,177,162,10,112,17,5
2024-12-20,Latin America,Email,376,141,38,197,-0.11,77,175,124,39,99,3,0
2024-12-20,Latin America,Social,366,4,122,240,-0.24,75,170,121,1,2,0,1
2024-12-20,Latin America,Chat,238,71,65,102,-0.08,80,93,65,0,6,20,45
2024-12-20,Asia-Pacific,Call,113,26,23,64,0.16,36,52,25,26,0,15,0
2024-12-20,Asia-Pacific,Email,352,71,10,271,0.18,100,116,136,28,30,1,12
2024-12-20,Asia-Pacific,Social,163,74,52,37,0.02,48,56,59,59,6,0,9
2024-12-20,Asia-Pacific,Chat,126,63,33,30,-0.03,39,54,33,42,11,2,8
2024-12-20,India & Middle East,Call,217,23,19,175,0.36,70,93,54,13,3,3,4
2024-12-20,India & Middle East,Email,276,105,50,121,-0.1,110,82,84,94,10,1,0
2024-12-20,India & Middle East,Social,292,57,60,175,0.1,81,122,89,27,17,1,12
2024-12-20,India & Middle East,Chat,83,29,4,50,0.24,21,44,18,21,8,18,0
2024-12-20,Oceania,Call,411,0,90,321,0.35,182,106,123,0,0,0,0
2024-12-20,Oceania,Email,398,99,31,268,0.08,161,128,109,65,7,11,16
2024-12-20,Oceania,Social,276,88,23,165,-0.2,89,130,57,27,12,7,42
2024-12-20,Oceania,Chat,472,170,138,164,-0.12,166,153,153,164,3,2,1
2024-12-21,Europe & MENA,Call,380,44,91,245,0.11,130,121,129,12,30,0,2
2024-12-21,Europe & MENA,Email,121,9,0,112,-0.07,31,56,34,0,9,2,0
2024-12-21,Europe & MENA,Social,178,34,50,94,-0.33,36,74,68,5,5,3,21
2024-12-21,Europe & MENA,Chat,340,147,29,164,-0.12,152,66,122,88,37,10,12
2024-12-21,North America,Call,188,34,48,106,0.18,54,75,59,31,2,0,1
2024-12-21,North America,Email,356,160,5,191,0.41,82,168,106,10,32,70,48
2024-12-21,North America,Social,347,75,52,220,0.09,77,198,72,23,47,0,5
2024-12-21,North America,Chat,508,34,75,399,0.03,224,82,202,22,6,5,1
2024-12-21,Latin America,Call,351,138,23,190,0.2,102,141,108,132,4,1,1
2024-12-21,Latin America,Email,392,94,122,176,-0.18,108,190,94,71,4,6,13
2024-12-21,Latin America,Social,480,205,132,143,0.1,107,238,135,45,27,97,36
2024-12-21,Latin America,Chat,491,159,91,241,0.37,176,209,106,111,22,6,20
2024-12-21,Asia-Pacific,Call,396,70,23,303,-0.23,127,162,107,55,14,0,1
2024-12-21,Asia-Pacific,Email,282,61,3,218,0.24,56,128,98,23,6,10,22
2024-12-21,Asia-Pacific,Social,163,26,19,118,0.22,62,69,32,26,2,20,0
2024-12-21,Asia-Pacific,Chat,516,214,97,205,0.37,209,129,178,167,26,14,7
2024-12-21,India & Middle East,Call,291,39,64,188,0.25,60,119,112,5,15,7,12
2024-12-21,India & Middle East,Email,83,7,26,50,-0.28,33,29,21,0,0,6,1
2024-12-21,India & Middle East,Social,272,33,88,151,-0.29,69,98,105,32,0,0,1
2024-12-21,India & Middle East,Chat,328,8,24,296,-0.29,120,84,124,6,2,4,0
2024-12-21,Oceania,Call,449,61,58,330,0.17,192,100,157,26,20,15,0
2024-12-21,Oceania,Email,240,84,47,109,0.17,82,106,52,60,3,4,17
2024-12-21,Oceania,Social,225,34,25,166,-0.09,73,81,71,12,7,6,9
2024-12-21,Oceania,Chat,227,21,62,144,-0.15,77,66,84,10,5,0,6
2024-12-22,Europe & MENA,Call,478,236,81,161,-0.1,133,229,116,116,36,5,79
2024-12-22,Europe & MENA,Email,399,133,6,260,0.24,106,177,116,9,116,8,0
2024-12-22,Europe & MENA,Social,237,26,64,147,0.05,67,106,64,24,0,0,2
2024-12-22,Europe & MENA,Chat,352,33,79,240,0.03,117,143,92,1,18,14,0
2024-12-22,North America,Call,341,58,93,190,0.42,118,105,118,42,12,3,1
2024-12-22,North America,Email,66,3,3,60,0.4,17,36,13,3,1,3,0
2024-12-22,North America,Social,352,1,78,273,0.03,127,129,96,0,0,0,1
2024-12-22,North America,Chat,102,10,20,72,-0.27,24,53,25,0,4,2,4
2024-12-22,Latin America,Call,335,86,110,139,0.07,137,111,87,45,30,2,9
2024-12-22,Latin America,Email,62,26,6,30,0.3,13,31,18,3,0,22,1
2024-12-22,Latin America,Social,256,44,30,182,0.15,108,48,100,18,9,17,0
2024-12-22,Latin America,Chat,293,20,15,258,0.18,121,85,87,3,10,0,7
2024-12-22,Asia-Pacific,Call,194,8,55,131,-0.04,39,99,56,4,2,0,2
2024-12-22,Asia-Pacific,Email,210,68,44,98,-0.31,77,60,73,2,32,33,1
2024-12-22,Asia-Pacific,Social,95,16,11,68,0.11,25,42,28,16,7,6,0
2024-12-22,Asia-Pacific,Chat,212,23,49,140,0.41,65,87,60,15,0,5,3
2024-12-22,India & Middle East,Call,66,9,15,42,0.24,21,32,13,4,1,3,1
2024-12-22,India & Middle East,Email,156,77,27,52,0.04,62,42,52,51,7,4,15
2024-12-22,India & Middle East,Social,313,46,66,201,-0.17,108,120,85,14,26,3,3
2024-12-22,India & Middle East,Chat,371,28,2,341,0.33,92,178,101,23,1,1,3
2024-12-22,Oceania,Call,79,12,6,61,0.38,17,33,29,4,7,1,0
2024-12-22,Oceania,Email,266,65,58,143,-0.26,108,79,79,61,2,1,1
2024-12-22,Oceania,Social,82,11,2,69,0.27,19,42,21,11,8,8,0
2024-12-22,Oceania,Chat,99,46,29,24,0.07,22,47,30,31,15,38,0
2024-12-23,Europe & MENA,Call,255,117,28,110,0.38,78,85,92,54,39,24,0
2024-12-23,Europe & MENA,Email,321,77,76,168,0.4,90,138,93,10,1,0,66
2024-12-23,Europe & MENA,Social,323,123,34,166,-0.11,133,116,74,109,1,0,13
2024-12-23,Europe & MENA,Chat,190,3,49,138,-0.32,84,68,38,1,0,0,2
2024-12-23,North America,Call,500,85,82,333,0.19,223,129,148,22,44,2,17
2024-12-23,North America,Email,157,16,19,122,0.08,63,40,54,7,5,0,4
2024-12-23,North America,Social,353,49,70,234,0.22,85,173,95,0,26,13,10
2024-12-23,North America,Chat,386,149,65,172,0.18,140,133,113,47,33,30,39
2024-12-23,Latin America,Call,365,91,6,268,-0.04,151,141,73,35,13,38,5
2024-12-23,Latin America,Email,348,111,99,138,0.13,90,148,110,31,23,37,20
2024-12-23,Latin America,Social,342,127,89,126,0.41,111,140,91,4,88,19,16
2024-12-23,Latin America,Chat,490,101,27,362,0.38,122,262,106,25,72,2,2
2024-12-23,Asia-Pacific,Call,247,67,69,111,0.44,57,114,76,19,29,12,7
2024-12-23,Asia-Pacific,Email,266,119,33,114,0.43,64,129,73,2,9,22,86
2024-12-23,Asia-Pacific,Social,413,181,41,191,-0.13,91,202,120,118,7,13,43
2024-12-23,Asia-Pacific,Chat,188,69,46,73,0.21,63,71,54,44,0,6,19
2024-12-23,India & Middle East,Call,154,61,22,71,0.22,61,41,52,29,7,15,10
2024-12-23,India & Middle East,Email,217,8,59,150,0.39,44,113,60,2,5,1,0
2024-12-23,India & Middle East,Social,377,63,120,194,0.19,112,136,129,32,23,4,4
2024-12-23,India & Middle East,Chat,322,18,75,229,-0.27,77,142,103,16,2,18,0
2024-12-23,Oceania,Call,213,63,4,146,0.22,95,42,76,8,16,20,19
2024-12-23,Oceania,Email,283,48,74,161,0.1,124,66,93,40,6,2,0
2024-12-23,Oceania,Social,179,54,7,118,-0.32,65,46,68,53,0,0,1
2024-12-23,Oceania,Chat,149,17,0,132,-0.19,52,66,31,10,7,15,0
2024-12-24,Europe & MENA,Call,360,80,80,200,-0.3,107,110,143,74,0,2,4
2024-12-24,Europe & MENA,Email,320,11,61,248,0.28,141,92,87,5,0,5,1
2024-12-24,Europe & MENA,Social,433,215,64,154,0.09,184,158,91,37,51,12,115
2024-12-24,Europe & MENA,Chat,71,0,13,58,-0.28,25,26,20,0,0,0,0
2024-12-24,North America,Call,454,76,71,307,-0.09,175,188,91,76,31,29,0
2024-12-24,North America,Email,393,175,31,187,0.16,153,118,122,157,13,4,1
2024-12-24,North America,Social,409,6,28,375,-0.17,177,101,131,4,1,1,0
2024-12-24,North America,Chat,437,170,100,167,0.25,168,128,141,165,1,2,2
2024-12-24,Latin America,Call,231,2,2,227,-0.24,100,83,48,1,1,0,0
2024-12-24,Latin America,Email,433,90,121,222,0.23,130,186,117,68,7,10,5
2024-12-24,Latin America,Social,461,158,116,187,0.05,162,139,160,10,57,76,15
2024-12-24,Latin America,Chat,118,45,30,43,-0.22,33,61,24,11,23,9,2
2024-12-24,Asia-Pacific,Call,222,61,46,115,-0.09,88,47,87,20,18,10,13
2024-12-24,Asia-Pacific,Email,203,50,7,146,-0.1,69,61,73,45,5,44,0
2024-12-24,Asia-Pacific,Social,500,20,166,314,0.14,142,204,154,12,7,0,1
2024-12-24,Asia-Pacific,Chat,175,0,30,145,-0.23,38,82,55,0,0,0,0
2024-12-24,India & Middle East,Call,118,40,8,70,0.27,32,55,31,2,35,2,1
2024-12-24,India & Middle East,Email,234,33,12,189,-0.31,62,89,83,16,4,4,9
2024-12-24,India & Middle East,Social,324,134,2,188,-0.16,122,138,64,108,6,8,12
