tower_id,tower_name,region,network_type,capacity_date,total_bandwidth_gbps,used_bandwidth_gbps,available_bandwidth_gbps,utilization_pct,equipment_status,last_maintenance_date,next_scheduled_maintenance,expected_growth_pct,upgrade_recommended,estimated_capacity_exhaustion_date
TWR_1146,Cubic3 Node 1146,Asia-Pacific,Edge Node,2025-01-15,118.5,56.5,62.0,47.7,Active,2024-08-22,2025-08-08,19.4,False,2026-11-21
TWR_1147,Cubic3 Node 1147,Europe & MENA,5G,2025-01-15,213.6,141.4,72.2,66.2,Active,2024-11-03,2025-08-08,8.6,False,2026-10-17
TWR_1148,Cubic3 Node 1148,Latin America,4G,2025-01-15,215.1,131.4,83.7,61.1,Active,2024-10-04,2025-03-06,25.5,True,2026-08-15
TWR_1149,Cubic3 Node 1149,Asia-Pacific,5G,2025-01-15,213.9,153.3,60.6,71.7,Active,2024-07-20,2025-07-06,17.0,False,2026-11-01
TWR_1150,Cubic3 Node 1150,North America,Edge Node,2025-01-15,120.1,105.3,14.8,87.7,Active,2024-09-22,2025-04-13,19.5,True,2026-09-23
TWR_1151,Cubic3 Node 1151,India & Middle East,4G,2025-01-15,191.5,111.8,79.7,58.4,Active,2024-10-14,2025-07-26,21.8,True,2026-01-20
TWR_1152,Cubic3 Node 1152,Europe & MENA,4G,2025-01-15,201.8,108.0,93.8,53.5,Active,2024-07-29,2025-05-31,9.7,False,2026-12-04
TWR_1153,Cubic3 Node 1153,Latin America,4G,2025-01-15,217.8,103.3,114.5,47.4,Active,2024-10-23,2025-03-09,20.0,False,2025-10-01
TWR_1154,Cubic3 Node 1154,India & Middle East,4G,2025-01-15,109.7,59.3,50.4,54.1,Degraded,2024-09-17,2025-03-16,25.2,True,2026-01-17
TWR_1155,Cubic3 Node 1155,Latin America,4G,2025-01-15,114.2,93.5,20.7,81.9,Degraded,2024-10-24,2025-04-15,9.5,True,2026-02-28
TWR_1156,Cubic3 Node 1156,North America,5G,2025-01-15,129.8,104.7,25.1,80.7,Degraded,2024-09-24,2025-06-09,11.9,True,2025-10-28
TWR_1157,Cubic3 Node 1157,Asia-Pacific,4G,2025-01-15,154.7,105.3,49.4,68.1,Active,2024-09-08,2025-07-25,8.9,False,2026-06-09
TWR_1158,Cubic3 Node 1158,Oceania,Edge Node,2025-01-15,150.8,113.5,37.3,75.3,Degraded,2024-09-14,2025-04-20,14.2,False,2026-03-21
TWR_1159,Cubic3 Node 1159,Oceania,4G,2025-01-15,131.9,69.9,62.0,53.0,Active,2024-12-04,2025-04-19,12.0,False,2026-04-24
TWR_1160,Cubic3 Node 1160,Latin America,5G,2025-01-15,113.8,76.6,37.2,67.3,Active,2024-09-23,2025-04-16,16.6,False,2026-04-25
TWR_1161,Cubic3 Node 1161,Latin America,Edge Node,2025-01-15,207.6,179.4,28.2,86.4,Active,2024-08-07,2025-07-13,25.3,True,2026-10-25
TWR_1162,Cubic3 Node 1162,Latin America,5G,2025-01-15,140.8,68.7,72.1,48.8,Degraded,2024-09-08,2025-05-08,16.2,False,2026-04-01
TWR_1163,Cubic3 Node 1163,India & Middle East,5G,2025-01-15,101.5,74.0,27.5,72.9,Active,2024-09-15,2025-04-16,23.6,True,2025-09-24
TWR_1164,Cubic3 Node 1164,India & Middle East,4G,2025-01-15,89.6,69.5,20.1,77.6,Degraded,2024-08-25,2025-07-19,10.0,False,2026-09-03
TWR_1165,Cubic3 Node 1165,Asia-Pacific,4G,2025-01-15,217.7,154.8,62.9,71.1,Active,2024-10-02,2025-07-12,9.8,False,2027-01-01
TWR_1166,Cubic3 Node 1166,North America,4G,2025-01-15,190.0,80.3,109.7,42.3,Active,2024-08-10,2025-08-11,22.2,True,2026-04-26
TWR_1167,Cubic3 Node 1167,Oceania,5G,2025-01-15,142.5,115.6,26.9,81.1,Active,2024-07-19,2025-06-10,11.9,True,2026-10-23
TWR_1168,Cubic3 Node 1168,Latin America,5G,2025-01-15,189.7,137.2,52.5,72.3,Active,2024-07-27,2025-03-02,14.3,False,2026-08-05
TWR_1169,Cubic3 Node 1169,India & Middle East,5G,2025-01-15,168.3,115.1,53.2,68.4,Active,2024-12-10,2025-07-20,16.3,False,2026-12-26
TWR_1170,Cubic3 Node 1170,Latin America,5G,2025-01-15,161.1,121.4,39.7,75.4,Active,2024-07-31,2025-03-08,8.4,False,2026-01-10
TWR_1171,Cubic3 Node 1171,Latin America,Edge Node,2025-01-15,114.1,60.6,53.5,53.1,Active,2024-08-26,2025-03-27,16.9,False,2026-10-25
TWR_1172,Cubic3 Node 1172,Asia-Pacific,5G,2025-01-15,167.3,133.8,33.5,80.0,Degraded,2024-07-28,2025-03-25,24.7,True,2026-03-27
TWR_1173,Cubic3 Node 1173,North America,5G,2025-01-15,211.4,161.9,49.5,76.6,Degraded,2024-07-19,2025-07-27,11.8,False,2026-10-17
TWR_1174,Cubic3 Node 1174,India & Middle East,5G,2025-01-15,122.8,65.0,57.8,52.9,Active,2024-09-25,2025-08-06,18.3,False,2025-11-01
TWR_1175,Cubic3 Node 1175,Europe & MENA,Edge Node,2025-01-15,127.8,102.7,25.1,80.4,Active,2024-09-22,2025-05-07,16.3,True,2026-04-12
TWR_1176,Cubic3 Node 1176,Oceania,5G,2025-01-15,106.2,85.5,20.7,80.5,Active,2024-08-13,2025-03-26,16.0,True,2025-10-24
TWR_1177,Cubic3 Node 1177,North America,4G,2025-01-15,111.2,77.3,33.9,69.5,Active,2024-10-26,2025-06-13,12.8,False,2025-12-27
TWR_1178,Cubic3 Node 1178,Asia-Pacific,5G,2025-01-15,182.8,131.9,50.9,72.2,Active,2024-08-23,2025-06-17,9.2,False,2025-09-17
TWR_1179,Cubic3 Node 1179,India & Middle East,4G,2025-01-15,149.5,120.3,29.2,80.5,Degraded,2024-07-25,2025-05-14,25.2,True,2026-06-18
TWR_1180,Cubic3 Node 1180,Europe & MENA,4G,2025-01-15,195.2,162.6,32.6,83.3,Active,2024-12-07,2025-06-05,16.5,True,2026-04-08
TWR_1181,Cubic3 Node 1181,India & Middle East,4G,2025-01-15,211.8,98.2,113.6,46.4,Active,2024-11-25,2025-04-15,25.2,True,2026-07-29
TWR_1182,Cubic3 Node 1182,Latin America,Edge Node,2025-01-15,187.1,80.7,106.4,43.1,Degraded,2024-10-05,2025-03-15,16.1,False,2026-10-27
TWR_1183,Cubic3 Node 1183,North America,Edge Node,2025-01-15,156.4,137.5,18.9,87.9,Active,2024-10-30,2025-03-10,12.9,True,2025-09-28
TWR_1184,Cubic3 Node 1184,Latin America,Edge Node,2025-01-15,92.2,72.3,19.9,78.4,Degraded,2024-08-28,2025-07-31,13.4,True,2026-01-05
TWR_1185,Cubic3 Node 1185,India & Middle East,4G,2025-01-15,105.2,54.9,50.3,52.2,Degraded,2024-09-13,2025-08-07,13.4,False,2026-04-06
TWR_1186,Cubic3 Node 1186,India & Middle East,4G,2025-01-15,157.0,129.8,27.2,82.7,Degraded,2024-11-25,2025-05-25,23.8,True,2026-03-30
TWR_1187,Cubic3 Node 1187,India & Middle East,5G,2025-01-15,170.6,79.5,91.1,46.6,Active,2024-10-19,2025-06-10,24.5,True,2026-05-26
TWR_1188,Cubic3 Node 1188,Oceania,5G,2025-01-15,82.1,67.7,14.4,82.5,Degraded,2024-12-03,2025-08-10,10.8,True,2026-05-02
TWR_1189,Cubic3 Node 1189,India & Middle East,5G,2025-01-15,103.5,57.9,45.6,55.9,Active,2024-10-12,2025-03-11,25.5,True,2026-08-07
TWR_1190,Cubic3 Node 1190,Latin America,5G,2025-01-15,84.6,47.3,37.3,55.9,Active,2024-10-18,2025-06-21,13.0,False,2026-10-02
TWR_1191,Cubic3 Node 1191,Latin America,Edge Node,2025-01-15,91.9,53.8,38.1,58.5,Active,2024-11-13,2025-07-05,8.3,False,2026-04-15
TWR_1192,Cubic3 Node 1192,North America,5G,2025-01-15,182.5,128.6,53.9,70.5,Active,2024-10-23,2025-07-01,22.6,True,2026-07-23
TWR_1193,Cubic3 Node 1193,Oceania,5G,2025-01-15,192.8,124.0,68.8,64.3,Active,2024-11-23,2025-04-05,22.4,True,2025-12-08
TWR_1194,Cubic3 Node 1194,North America,5G,2025-01-15,165.2,137.2,28.0,83.1,Active,2024-10-03,2025-06-26,11.8,True,2026-03-23
TWR_1195,Cubic3 Node 1195,North America,5G,2025-01-15,176.4,131.2,45.2,74.4,Degraded,2024-07-22,2025-04-04,18.7,False,2026-01-16
TWR_1196,Cubic3 Node 1196,India & Middle East,5G,2025-01-15,148.6,70.2,78.4,47.2,Degraded,2024-10-18,2025-07-10,8.1,False,2025-10-19
TWR_1197,Cubic3 Node 1197,Asia-Pacific,Edge Node,2025-01-15,200.3,168.4,31.9,84.1,Active,2024-11-16,2025-04-12,11.6,True,2025-09-13
TWR_1198,Cubic3 Node 1198,Latin America,4G,2025-01-15,81.5,58.5,23.0,71.8,Active,2024-09-20,2025-05-22,21.3,True,2026-10-28
TWR_1199,Cubic3 Node 1199,India & Middle East,5G,2025-01-15,210.1,108.6,101.5,51.7,Degraded,2024-07-26,2025-07-17,22.9,True,2026-01-13
TWR_1200,Cubic3 Node 1200,Asia-Pacific,Edge Node,2025-01-15,132.0,69.9,62.1,53.0,Degraded,2024-07-31,2025-06-20,15.8,False,2026-06-27
TWR_1201,Cubic3 Node 1201,Latin America,Edge Node,2025-01-15,109.8,89.3,20.5,81.3,Active,2024-09-01,2025-03-21,22.7,True,2026-09-21
TWR_1202,Cubic3 Node 1202,Europe & MENA,5G,2025-01-15,115.2,87.7,27.5,76.1,Active,2024-11-18,2025-05-15,24.5,True,2026-02-25
TWR_1203,Cubic3 Node 1203,Asia-Pacific,Edge Node,2025-01-15,204.7,144.2,60.5,70.4,Active,2024-10-12,2025-04-25,9.3,False,2026-06-14
TWR_1204,Cubic3 Node 1204,North America,5G,2025-01-15,115.1,80.8,34.3,70.2,Degraded,2024-08-17,2025-07-15,8.2,False,2026-08-30
TWR_1205,Cubic3 Node 1205,Asia-Pacific,5G,2025-01-15,197.6,151.3,46.3,76.6,Active,2024-09-09,2025-07-11,15.8,False,2025-11-02
TWR_1206,Cubic3 Node 1206,North America,Edge Node,2025-01-15,176.2,153.8,22.4,87.3,Degraded,2024-11-14,2025-04-12,14.4,True,2025-12-27
TWR_1207,Cubic3 Node 1207,Europe & MENA,Edge Node,2025-01-15,212.8,99.8,113.0,46.9,Active,2024-12-01,2025-03-09,20.4,True,2026-07-08
TWR_1208,Cubic3 Node 1208,Latin America,5G,2025-01-15,176.2,130.5,45.7,74.1,Active,2024-10-08,2025-08-11,14.1,False,2026-12-02
TWR_1209,Cubic3 Node 1209,Latin America,5G,2025-01-15,94.0,81.4,12.6,86.6,Active,2024-11-14,2025-04-12,24.8,True,2026-03-07
TWR_1210,Cubic3 Node 1210,North America,4G,2025-01-15,126.8,109.4,17.4,86.3,Degraded,2024-09-29,2025-07-21,8.5,True,2026-06-22
TWR_1211,Cubic3 Node 1211,Asia-Pacific,5G,2025-01-15,100.1,49.5,50.6,49.5,Degraded,2024-12-16,2025-08-07,15.5,False,2026-09-17
TWR_1212,Cubic3 Node 1212,Europe & MENA,5G,2025-01-15,201.1,171.2,29.9,85.1,Active,2024-12-04,2025-03-17,23.2,True,2026-01-06
TWR_1213,Cubic3 Node 1213,Latin America,5G,2025-01-15,170.8,103.7,67.1,60.7,Degraded,2024-12-01,2025-06-28,16.9,False,2026-01-03
TWR_1214,Cubic3 Node 1214,Asia-Pacific,Edge Node,2025-01-15,184.1,112.5,71.6,61.1,Degraded,2024-10-10,2025-06-28,9.4,False,2026-03-29
TWR_1215,Cubic3 Node 1215,North America,5G,2025-01-15,127.0,106.7,20.3,84.0,Active,2024-11-12,2025-07-17,15.6,True,2026-09-05
TWR_1216,Cubic3 Node 1216,Asia-Pacific,4G,2025-01-15,189.0,159.6,29.4,84.4,Active,2024-09-28,2025-05-27,22.2,True,2026-06-01
TWR_1217,Cubic3 Node 1217,India & Middle East,5G,2025-01-15,133.5,97.4,36.1,73.0,Active,2024-08-08,2025-04-12,22.9,True,2026-08-10
TWR_1218,Cubic3 Node 1218,Asia-Pacific,4G,2025-01-15,130.4,63.4,67.0,48.6,Active,2024-09-26,2025-07-16,21.3,True,2025-11-29
TWR_1219,Cubic3 Node 1219,Europe & MENA,4G,2025-01-15,129.6,110.6,19.0,85.3,Degraded,2024-12-13,2025-05-12,9.2,True,2025-12-22
TWR_1220,Cubic3 Node 1220,Latin America,5G,2025-01-15,154.8,108.3,46.5,70.0,Active,2024-11-09,2025-08-04,16.5,False,2026-11-24
TWR_1221,Cubic3 Node 1221,Latin America,4G,2025-01-15,106.2,61.7,44.5,58.1,Active,2024-09-03,2025-04-29,10.6,False,2026-07-14
TWR_1222,Cubic3 Node 1222,Oceania,4G,2025-01-15,215.1,189.1,26.0,87.9,Active,2024-09-21,2025-07-08,17.2,True,2026-05-23
TWR_1223,Cubic3 Node 1223,Asia-Pacific,4G,2025-01-15,213.2,93.6,119.6,43.9,Active,2024-11-06,2025-03-01,24.5,True,2026-03-23
TWR_1224,Cubic3 Node 1224,Europe & MENA,Edge Node,2025-01-15,214.5,144.6,69.9,67.4,Degraded,2024-08-01,2025-06-06,15.3,False,2026-12-27
TWR_1225,Cubic3 Node 1225,India & Middle East,5G,2025-01-15,81.2,46.8,34.4,57.6,Degraded,2024-09-09,2025-07-31,13.7,False,2026-06-29
TWR_1226,Cubic3 Node 1226,Oceania,4G,2025-01-15,106.7,83.9,22.8,78.6,Degraded,2024-12-07,2025-06-09,14.9,True,2026-06-25
TWR_1227,Cubic3 Node 1227,India & Middle East,5G,2025-01-15,133.4,102.4,31.0,76.8,Active,2024-10-16,2025-07-06,12.7,False,2026-12-24
TWR_1228,Cubic3 Node 1228,India & Middle East,Edge Node,2025-01-15,111.9,97.5,14.4,87.1,Degraded,2024-08-27,2025-04-09,23.8,True,2026-10-03
TWR_1229,Cubic3 Node 1229,North America,5G,2025-01-15,84.0,37.0,47.0,44.0,Degraded,2024-11-16,2025-05-26,17.5,False,2026-11-27
TWR_1230,Cubic3 Node 1230,Latin America,5G,2025-01-15,162.8,132.6,30.2,81.4,Degraded,2024-11-15,2025-06-06,18.5,True,2025-10-21
TWR_1231,Cubic3 Node 1231,Latin America,5G,2025-01-15,197.3,131.8,65.5,66.8,Degraded,2024-09-12,2025-05-10,15.1,False,2026-09-23
TWR_1232,Cubic3 Node 1232,Europe & MENA,Edge Node,2025-01-15,181.2,155.6,25.6,85.9,Degraded,2024-08-18,2025-06-22,20.9,True,2026-03-06
TWR_1233,Cubic3 Node 1233,Latin America,5G,2025-01-15,209.9,131.1,78.8,62.5,Active,2024-09-13,2025-07-20,12.6,False,2026-11-04
TWR_1234,Cubic3 Node 1234,Latin America,5G,2025-01-15,201.9,103.3,98.6,51.2,Active,2024-09-12,2025-06-23,25.3,True,2026-08-31
TWR_1235,Cubic3 Node 1235,North America,5G,2025-01-15,151.1,98.6,52.5,65.3,Active,2024-08-12,2025-04-24,25.8,True,2026-02-15
TWR_1236,Cubic3 Node 1236,India & Middle East,Edge Node,2025-01-15,162.2,73.9,88.3,45.6,Active,2024-08-09,2025-03-04,13.1,False,2027-01-01
TWR_1237,Cubic3 Node 1237,Europe & MENA,5G,2025-01-15,92.3,62.7,29.6,67.9,Degraded,2024-08-08,2025-06-15,23.2,True,2026-02-19
TWR_1238,Cubic3 Node 1238,North America,Edge Node,2025-01-15,167.1,142.3,24.8,85.2,Degraded,2024-10-30,2025-03-21,12.9,True,2026-07-17
TWR_1239,Cubic3 Node 1239,Europe & MENA,5G,2025-01-15,190.9,132.0,58.9,69.1,Active,2024-12-12,2025-03-14,24.0,True,2025-12-19
TWR_1240,Cubic3 Node 1240,North America,4G,2025-01-15,165.4,107.1,58.3,64.8,Active,2024-11-13,2025-06-16,14.5,False,2025-12-05
TWR_1241,Cubic3 Node 1241,Europe & MENA,4G,2025-01-15,159.6,77.7,81.9,48.7,Active,2024-07-27,2025-04-23,22.6,True,2026-08-27
TWR_1242,Cubic3 Node 1242,Asia-Pacific,5G,2025-01-15,162.8,90.4,72.4,55.5,Degraded,2024-08-22,2025-03-07,18.8,False,2026-06-14
TWR_1243,Cubic3 Node 1243,Oceania,4G,2025-01-15,81.8,52.3,29.5,63.9,Degraded,2024-08-09,2025-07-16,24.0,True,2026-01-16
TWR_1244,Cubic3 Node 1244,Asia-Pacific,Edge Node,2025-01-15,187.5,156.0,31.5,83.2,Degraded,2024-11-17,2025-04-26,17.3,True,2026-12-23
TWR_1245,Cubic3 Node 1245,North America,4G,2025-01-15,172.6,110.1,62.5,63.8,Active,2024-08-03,2025-04-08,21.8,True,2025-11-16
TWR_1246,Cubic3 Node 1246,India & Middle East,5G,2025-01-15,163.2,88.4,74.8,54.2,Degraded,2024-12-06,2025-04-18,12.3,False,2026-06-18
TWR_1247,Cubic3 Node 1247,North America,Edge Node,2025-01-15,134.4,73.2,61.2,54.5,Active,2024-11-14,2025-03-24,22.9,True,2027-01-01
TWR_1248,Cubic3 Node 1248,North America,5G,2025-01-15,94.3,82.5,11.8,87.5,Degraded,2024-10-22,2025-06-11,17.9,True,2027-01-02
TWR_1249,Cubic3 Node 1249,Asia-Pacific,4G,2025-01-15,182.0,136.1,45.9,74.8,Active,2024-08-17,2025-03-09,24.7,True,2026-11-24
TWR_1250,Cubic3 Node 1250,India & Middle East,5G,2025-01-15,172.1,119.8,52.3,69.6,Active,2024-09-12,2025-07-20,10.7,False,2026-11-16
TWR_1251,Cubic3 Node 1251,Europe & MENA,5G,2025-01-15,207.5,154.8,52.7,74.6,Active,2024-08-17,2025-04-26,9.3,False,2026-02-07
TWR_1252,Cubic3 Node 1252,North America,4G,2025-01-15,116.0,70.1,45.9,60.4,Active,2024-07-19,2025-03-04,20.7,True,2026-06-08
TWR_1253,Cubic3 Node 1253,North America,Edge Node,2025-01-15,127.1,82.3,44.8,64.8,Degraded,2024-07-31,2025-06-30,22.0,True,2026-11-03
TWR_1254,Cubic3 Node 1254,Asia-Pacific,4G,2025-01-15,141.6,63.2,78.4,44.6,Active,2024-12-14,2025-07-05,12.5,False,2026-08-27
TWR_1255,Cubic3 Node 1255,North America,5G,2025-01-15,90.7,51.4,39.3,56.7,Active,2024-08-24,2025-04-12,14.8,False,2026-05-11
TWR_1256,Cubic3 Node 1256,North America,5G,2025-01-15,113.8,57.3,56.5,50.4,Degraded,2024-09-11,2025-05-29,8.9,False,2026-08-03
TWR_1257,Cubic3 Node 1257,India & Middle East,5G,2025-01-15,152.7,123.7,29.0,81.0,Degraded,2024-09-20,2025-05-14,13.7,True,2026-01-15
TWR_1258,Cubic3 Node 1258,North America,5G,2025-01-15,206.9,149.0,57.9,72.0,Degraded,2024-09-28,2025-04-11,12.2,False,2026-10-23
TWR_1259,Cubic3 Node 1259,North America,4G,2025-01-15,109.7,78.8,30.9,71.8,Degraded,2024-10-24,2025-04-17,13.4,False,2025-11-28
TWR_1260,Cubic3 Node 1260,Asia-Pacific,Edge Node,2025-01-15,140.5,86.7,53.8,61.7,Active,2024-09-11,2025-05-19,15.4,False,2026-07-22
TWR_1261,Cubic3 Node 1261,Asia-Pacific,Edge Node,2025-01-15,133.7,69.1,64.6,51.7,Active,2024-12-15,2025-05-20,9.5,False,2026-04-23
TWR_1262,Cubic3 Node 1262,Oceania,5G,2025-01-15,142.1,102.6,39.5,72.2,Active,2024-10-18,2025-04-17,21.2,True,2025-12-06
TWR_1263,Cubic3 Node 1263,Europe & MENA,5G,2025-01-15,104.1,49.0,55.1,47.1,Active,2024-08-20,2025-05-22,9.5,False,2025-11-15
TWR_1264,Cubic3 Node 1264,Latin America,4G,2025-01-15,109.1,80.7,28.4,74.0,Active,2024-11-28,2025-07-13,19.3,False,2026-03-26
TWR_1265,Cubic3 Node 1265,Oceania,5G,2025-01-15,113.1,74.4,38.7,65.8,Active,2024-09-15,2025-06-21,10.4,False,2025-11-03
TWR_1266,Cubic3 Node 1266,Europe & MENA,Edge Node,2025-01-15,103.4,48.2,55.2,46.6,Active,2024-09-16,2025-04-23,23.7,True,2025-12-21
TWR_1267,Cubic3 Node 1267,North America,4G,2025-01-15,213.9,146.6,67.3,68.5,Active,2024-11-23,2025-08-06,16.6,False,2026-06-27
TWR_1268,Cubic3 Node 1268,Asia-Pacific,5G,2025-01-15,95.3,45.7,49.6,48.0,Active,2024-12-11,2025-03-03,20.6,True,2026-11-15
TWR_1269,Cubic3 Node 1269,Europe & MENA,Edge Node,2025-01-15,176.8,81.6,95.2,46.2,Degraded,2024-08-14,2025-07-25,11.0,False,2025-09-16
TWR_1270,Cubic3 Node 1270,Oceania,5G,2025-01-15,188.9,123.4,65.5,65.3,Active,2024-08-19,2025-07-21,9.4,False,2025-12-13
TWR_1271,Cubic3 Node 1271,Oceania,5G,2025-01-15,123.6,92.3,31.3,74.7,Degraded,2024-07-31,2025-05-15,25.4,True,2026-01-31
TWR_1272,Cubic3 Node 1272,Oceania,5G,2025-01-15,164.1,113.7,50.4,69.3,Degraded,2024-07-28,2025-07-30,8.0,False,2026-12-09
TWR_1273,Cubic3 Node 1273,Oceania,5G,2025-01-15,96.7,78.1,18.6,80.8,Active,2024-12-04,2025-03-25,18.2,True,2026-09-23
TWR_1274,Cubic3 Node 1274,Europe & MENA,5G,2025-01-15,195.6,124.8,70.8,63.8,Active,2024-09-09,2025-03-29,13.2,False,2026-09-03
TWR_1275,Cubic3 Node 1275,Oceania,Edge Node,2025-01-15,189.6,132.1,57.5,69.7,Active,2024-11-28,2025-07-27,19.6,False,2026-07-29
TWR_1276,Cubic3 Node 1276,Europe & MENA,5G,2025-01-15,86.5,42.6,43.9,49.2,Active,2024-09-15,2025-03-21,19.7,False,2026-09-14
TWR_1277,Cubic3 Node 1277,Asia-Pacific,Edge Node,2025-01-15,167.1,101.0,66.1,60.4,Active,2024-08-04,2025-06-24,17.9,False,2025-12-10
TWR_1278,Cubic3 Node 1278,Europe & MENA,5G,2025-01-15,210.7,106.5,104.2,50.5,Degraded,2024-10-20,2025-08-08,25.3,True,2026-01-07
TWR_1279,Cubic3 Node 1279,Latin America,4G,2025-01-15,174.3,102.1,72.2,58.6,Active,2024-10-14,2025-05-11,13.6,False,2025-10-28
TWR_1280,Cubic3 Node 1280,Europe & MENA,5G,2025-01-15,121.6,67.9,53.7,55.8,Active,2024-09-17,2025-06-24,19.6,False,2026-06-30
TWR_1281,Cubic3 Node 1281,Latin America,5G,2025-01-15,164.3,112.0,52.3,68.2,Degraded,2024-11-18,2025-05-16,8.0,False,2025-11-30
TWR_1282,Cubic3 Node 1282,Latin America,4G,2025-01-15,204.9,126.1,78.8,61.5,Degraded,2024-09-27,2025-05-13,21.8,True,2026-01-11
TWR_1283,Cubic3 Node 1283,India & Middle East,4G,2025-01-15,122.4,56.2,66.2,45.9,Active,2024-08-20,2025-07-10,8.4,False,2025-12-05
TWR_1284,Cubic3 Node 1284,Latin America,Edge Node,2025-01-15,200.2,105.2,95.0,52.5,Degraded,2024-09-14,2025-05-11,16.6,False,2026-04-20
TWR_1285,Cubic3 Node 1285,Oceania,Edge Node,2025-01-15,207.9,141.6,66.3,68.1,Degraded,2024-08-04,2025-06-12,23.7,True,2026-09-23
TWR_1286,Cubic3 Node 1286,Asia-Pacific,5G,2025-01-15,120.6,77.3,43.3,64.1,Degraded,2024-09-09,2025-05-19,21.0,True,2025-12-28
TWR_1287,Cubic3 Node 1287,Latin America,5G,2025-01-15,84.4,35.6,48.8,42.2,Active,2024-09-27,2025-04-19,17.3,False,2026-02-27
TWR_1288,Cubic3 Node 1288,North America,Edge Node,2025-01-15,112.8,69.0,43.8,61.2,Active,2024-08-14,2025-07-04,25.2,True,2026-07-24
TWR_1289,Cubic3 Node 1289,Europe & MENA,5G,2025-01-15,191.5,120.6,70.9,63.0,Active,2024-09-15,2025-05-15,24.9,True,2026-11-14
TWR_1290,Cubic3 Node 1290,Latin America,4G,2025-01-15,210.5,161.6,48.9,76.8,Degraded,2024-08-31,2025-06-19,14.2,False,2026-01-04
TWR_1291,Cubic3 Node 1291,Oceania,4G,2025-01-15,206.3,95.5,110.8,46.3,Degraded,2024-11-16,2025-06-10,19.3,False,2025-10-06
TWR_1292,Cubic3 Node 1292,Oceania,Edge Node,2025-01-15,146.4,86.7,59.7,59.2,Active,2024-11-22,2025-07-30,19.6,False,2026-04-01
TWR_1293,Cubic3 Node 1293,Latin America,Edge Node,2025-01-15,115.8,62.0,53.8,53.5,Degraded,2024-09-11,2025-07-14,12.6,False,2026-04-14
TWR_1294,Cubic3 Node 1294,India & Middle East,5G,2025-01-15,216.6,103.8,112.8,47.9,Active,2024-11-29,2025-06-28,25.2,True,2025-11-20
TWR_1295,Cubic3 Node 1295,Europe & MENA,5G,2025-01-15,92.8,78.2,14.6,84.3,Active,2024-10-26,2025-03-10,23.0,True,2025-11-30
TWR_1296,Cubic3 Node 1296,Europe & MENA,5G,2025-01-15,188.7,106.8,81.9,56.6,Active,2024-09-14,2025-06-15,22.2,True,2025-09-29
TWR_1297,Cubic3 Node 1297,Latin America,4G,2025-01-15,147.8,77.5,70.3,52.4,Degraded,2024-07-25,2025-04-18,9.7,False,2026-04-11
TWR_1298,Cubic3 Node 1298,Oceania,5G,2025-01-15,191.6,144.2,47.4,75.3,Active,2024-11-28,2025-06-16,12.5,False,2026-09-04
TWR_1299,Cubic3 Node 1299,Asia-Pacific,4G,2025-01-15,118.5,58.9,59.6,49.7,Active,2024-10-11,2025-05-14,23.0,True,2026-08-31
TWR_1300,Cubic3 Node 1300,North America,5G,2025-01-15,161.0,80.8,80.2,50.2,Degraded,2024-09-25,2025-07-23,21.2,True,2026-06-01
TWR_1301,Cubic3 Node 1301,North America,5G,2025-01-15,192.8,150.1,42.7,77.9,Degraded,2024-09-20,2025-06-25,10.4,False,2026-10-15
TWR_1302,Cubic3 Node 1302,Europe & MENA,5G,2025-01-15,180.8,144.3,36.5,79.8,Active,2024-11-26,2025-08-04,22.1,True,2026-01-28
TWR_1303,Cubic3 Node 1303,North America,5G,2025-01-15,128.1,107.2,20.9,83.7,Active,2024-09-29,2025-04-03,13.8,True,2026-12-26
TWR_1304,Cubic3 Node 1304,India & Middle East,5G,2025-01-15,191.6,127.5,64.1,66.5,Degraded,2024-11-02,2025-04-28,18.2,False,2026-09-09
TWR_1305,Cubic3 Node 1305,India & Middle East,5G,2025-01-15,80.4,47.7,32.7,59.3,Active,2024-11-30,2025-05-15,13.4,False,2026-08-12
TWR_1306,Cubic3 Node 1306,Europe & MENA,5G,2025-01-15,195.4,151.0,44.4,77.3,Active,2024-10-24,2025-08-11,19.0,False,2026-07-07
TWR_1307,Cubic3 Node 1307,India & Middle East,5G,2025-01-15,115.1,54.1,61.0,47.0,Active,2024-07-21,2025-06-24,13.2,False,2026-09-23
TWR_1308,Cubic3 Node 1308,Latin America,5G,2025-01-15,194.2,138.0,56.2,71.1,Degraded,2024-10-17,2025-07-13,18.2,False,2025-10-25
TWR_1309,Cubic3 Node 1309,Europe & MENA,Edge Node,2025-01-15,193.2,143.4,49.8,74.2,Active,2024-09-06,2025-05-15,10.8,False,2026-11-20
TWR_1310,Cubic3 Node 1310,Latin America,5G,2025-01-15,184.1,92.6,91.5,50.3,Active,2024-09-21,2025-06-02,15.9,False,2026-05-02
TWR_1311,Cubic3 Node 1311,Europe & MENA,4G,2025-01-15,105.2,60.0,45.2,57.0,Degraded,2024-09-29,2025-06-29,8.3,False,2026-10-28
TWR_1312,Cubic3 Node 1312,Europe & MENA,5G,2025-01-15,201.9,171.3,30.6,84.8,Degraded,2024-10-02,2025-08-03,23.8,True,2026-11-04
TWR_1313,Cubic3 Node 1313,Asia-Pacific,5G,2025-01-15,197.9,166.1,31.8,83.9,Degraded,2024-12-12,2025-03-10,16.2,True,2026-09-13
