region,partner,oem_program,metric_date,avg_latency_ms,p95_latency_ms,packet_loss_pct,attach_success_rate,sessions
Latin America,Deutsche Telekom,Fleet-Leasing,2025-01-29,47.4,126.3,0.08,0.954,1777
Asia-Pacific,Airtel,EV-Premium,2025-02-11,116.5,176.2,0.7,0.939,2701
Latin America,Singtel,Commercial-Van,2025-02-19,104.6,175.9,0.5,0.99,4389
North America,AT&T,Compact-Connected,2025-01-29,87.4,151.7,0.76,0.964,1754
Latin America,Airtel,Moto-2W,2025-02-25,127.3,179.3,0.11,0.983,555
Europe & MENA,Rogers,EV-Premium,2025-02-01,133.0,200.4,0.59,0.95,3428
North America,Singtel,Commercial-Van,2025-01-13,127.9,170.9,0.6,0.936,1040
Oceania,Rogers,Luxury-Flagship,2025-01-23,47.2,94.7,0.12,0.947,4512
Europe & MENA,NTT Docomo,EV-Urban,2025-02-14,86.8,121.8,0.56,0.983,1067
North America,AT&T,SUV-Connected,2025-02-01,122.5,148.4,0.37,0.978,1979
India & Middle East,Airtel,Commercial-Van,2025-02-28,95.1,158.3,0.81,0.931,3862
India & Middle East,Telstra,Fleet-Leasing,2025-02-08,116.7,158.4,0.38,0.959,1694
Asia-Pacific,Airtel,Compact-Connected,2025-01-01,57.3,124.7,0.43,0.985,3188
Latin America,Telefonica,Commercial-Van,2025-02-16,76.4,120.8,0.27,0.975,1379
North America,NTT Docomo,Luxury-Flagship,2025-02-27,94.8,124.1,0.45,0.957,2931
Latin America,Telstra,Luxury-Flagship,2025-02-17,71.8,120.2,0.61,0.966,3050
India & Middle East,NTT Docomo,SUV-Connected,2025-01-11,128.5,201.8,0.09,0.936,3970
North America,Telefonica,Compact-Connected,2025-02-22,62.0,97.6,0.25,0.966,2408
Latin America,Vodafone,EV-Premium,2025-02-18,49.5,92.0,0.89,0.985,4277
Asia-Pacific,TIM,EV-Urban,2025-01-28,48.5,107.2,0.25,0.983,1474
Europe & MENA,Airtel,EV-Urban,2025-01-01,82.4,128.6,0.81,0.956,3420
Asia-Pacific,TIM,EV-Premium,2025-02-28,85.1,127.2,0.82,0.986,4937
India & Middle East,SK Telecom,EV-Premium,2025-01-15,50.0,93.0,0.59,0.951,2389
Asia-Pacific,Deutsche Telekom,Compact-Connected,2025-01-11,60.7,108.2,0.54,0.979,3346
Europe & MENA,Vodafone,EV-Premium,2025-02-06,69.1,144.1,0.2,0.975,3066
North America,Rogers,EV-Premium,2025-01-07,60.9,130.5,0.26,0.963,3938
Europe & MENA,Telefonica,Moto-2W,2025-02-21,115.9,148.4,0.74,0.93,4217
Latin America,Rogers,Fleet-Leasing,2025-01-27,114.1,171.1,0.19,0.957,4530
Europe & MENA,Airtel,EV-Urban,2025-02-10,118.2,161.9,0.56,0.944,2824
India & Middle East,TIM,Moto-2W,2025-02-17,57.1,98.3,0.63,0.97,2719
North America,SK Telecom,SUV-Connected,2025-01-18,68.5,104.6,0.56,0.961,1767
India & Middle East,Rogers,EV-Urban,2025-01-16,49.9,102.9,0.21,0.969,1556
North America,Airtel,Luxury-Flagship,2025-01-13,53.3,98.2,0.75,0.986,3241
Oceania,NTT Docomo,EV-Premium,2025-01-26,123.3,196.4,0.23,0.95,2653
Oceania,Telefonica,Fleet-Leasing,2025-01-28,79.1,121.5,0.14,0.983,4358
Asia-Pacific,Airtel,Moto-2W,2025-01-20,51.3,124.9,0.89,0.956,4963
Oceania,Airtel,Fleet-Leasing,2025-01-16,96.6,168.0,0.62,0.99,1116
Asia-Pacific,Airtel,Compact-Connected,2025-01-27,101.0,160.3,0.1,0.951,1096
Latin America,TIM,Moto-2W,2025-01-01,49.5,98.1,0.6,0.959,2915
North America,Deutsche Telekom,Compact-Connected,2025-02-21,87.2,131.0,0.81,0.942,4688
India & Middle East,Telstra,Fleet-Leasing,2025-02-12,127.9,197.4,0.66,0.942,1954
India & Middle East,Telstra,Moto-2W,2025-01-16,73.6,118.0,0.13,0.946,4050
Europe & MENA,Singtel,Fleet-Leasing,2025-02-26,112.2,163.8,0.68,0.941,3194
Latin America,NTT Docomo,Moto-2W,2025-02-04,134.9,163.1,0.36,0.992,624
Europe & MENA,Telstra,SUV-Connected,2025-02-13,109.0,141.1,0.87,0.975,1292
Europe & MENA,Singtel,Fleet-Leasing,2025-01-23,75.5,149.9,0.39,0.967,4660
Asia-Pacific,Orange,Moto-2W,2025-01-08,125.1,184.9,0.61,0.945,3271
Europe & MENA,Singtel,Commercial-Van,2025-02-21,81.7,114.7,0.39,0.965,1008
India & Middle East,Airtel,Fleet-Leasing,2025-02-26,66.6,144.1,0.09,0.934,607
Latin America,Telefonica,Compact-Connected,2025-01-26,123.9,161.2,0.5,0.946,4024
Europe & MENA,Orange,Luxury-Flagship,2025-02-08,94.9,152.1,0.72,0.966,4984
India & Middle East,Telstra,Luxury-Flagship,2025-02-05,126.4,158.1,0.55,0.946,4605
Asia-Pacific,Telefonica,EV-Urban,2025-01-19,115.5,160.8,0.06,0.948,3313
India & Middle East,AT&T,EV-Urban,2025-02-06,126.4,171.9,0.61,0.97,3343
Asia-Pacific,AT&T,Fleet-Leasing,2025-01-25,96.3,132.7,0.35,0.981,2066
Latin America,Deutsche Telekom,Commercial-Van,2025-01-02,112.1,146.3,0.65,0.967,2944
Latin America,Orange,Fleet-Leasing,2025-02-07,58.1,112.9,0.82,0.932,2595
Oceania,Airtel,Fleet-Leasing,2025-02-02,80.5,110.2,0.9,0.959,1219
Latin America,NTT Docomo,SUV-Connected,2025-02-04,57.6,106.5,0.57,0.963,1300
Asia-Pacific,AT&T,Fleet-Leasing,2025-03-01,93.0,158.1,0.76,0.952,1655
Asia-Pacific,Singtel,Moto-2W,2025-01-24,109.0,156.5,0.13,0.956,1016
Latin America,Singtel,Commercial-Van,2025-02-23,110.1,141.9,0.57,0.947,1301
Asia-Pacific,Etisalat,SUV-Connected,2025-01-10,83.9,115.7,0.56,0.967,2584
North America,Singtel,Compact-Connected,2025-02-04,79.7,156.1,0.69,0.979,1781
India & Middle East,SK Telecom,Fleet-Leasing,2025-02-21,101.0,177.8,0.38,0.946,4933
North America,Vodafone,Commercial-Van,2025-02-15,100.0,143.8,0.29,0.959,3071
North America,NTT Docomo,Luxury-Flagship,2025-01-28,85.1,138.1,0.4,0.975,1872
Asia-Pacific,Vodafone,Commercial-Van,2025-02-04,73.1,133.3,0.9,0.931,3974
India & Middle East,NTT Docomo,Fleet-Leasing,2025-02-05,86.0,153.2,0.45,0.979,3248
India & Middle East,Etisalat,Fleet-Leasing,2025-01-21,46.9,80.7,0.39,0.943,2804
Latin America,Deutsche Telekom,Commercial-Van,2025-02-14,129.0,200.4,0.08,0.977,2591
Latin America,Rogers,Luxury-Flagship,2025-02-09,80.7,118.8,0.24,0.955,4010
Asia-Pacific,TIM,EV-Premium,2025-01-11,118.5,167.1,0.18,0.952,3889
Europe & MENA,Singtel,Luxury-Flagship,2025-02-01,77.4,153.3,0.27,0.942,3565
North America,Vodafone,Moto-2W,2025-01-26,123.9,173.1,0.11,0.963,1464
North America,Deutsche Telekom,Compact-Connected,2025-01-15,103.5,128.9,0.53,0.966,4311
Europe & MENA,Vodafone,Luxury-Flagship,2025-01-10,101.3,145.7,0.16,0.953,3441
Oceania,AT&T,EV-Urban,2025-01-02,109.3,178.5,0.41,0.971,2609
Oceania,Singtel,EV-Premium,2025-01-28,50.8,106.5,0.13,0.939,2139
Asia-Pacific,Rogers,SUV-Connected,2025-02-08,102.0,129.0,0.88,0.962,1220
Europe & MENA,AT&T,Compact-Connected,2025-02-01,83.0,147.6,0.4,0.971,1125
India & Middle East,Telstra,Fleet-Leasing,2025-01-13,48.4,115.8,0.33,0.989,3375
Latin America,Vodafone,Commercial-Van,2025-02-06,84.1,156.2,0.63,0.935,2296
Europe & MENA,Singtel,Fleet-Leasing,2025-02-14,104.2,138.6,0.68,0.981,4323
Oceania,Orange,EV-Premium,2025-01-23,131.3,204.8,0.4,0.971,4759
North America,Telstra,Compact-Connected,2025-01-12,133.4,173.8,0.5,0.95,2918
Oceania,SK Telecom,SUV-Connected,2025-01-31,122.0,193.9,0.47,0.96,4353
Oceania,Telstra,Fleet-Leasing,2025-01-31,67.9,132.8,0.26,0.972,3451
Asia-Pacific,Airtel,SUV-Connected,2025-01-19,76.1,135.8,0.5,0.938,3822
Asia-Pacific,Telefonica,SUV-Connected,2025-02-12,122.3,172.9,0.71,0.984,4725
Europe & MENA,AT&T,Compact-Connected,2025-01-10,62.1,110.5,0.81,0.974,3966
Europe & MENA,TIM,SUV-Connected,2025-01-01,71.4,128.5,0.24,0.93,4303
India & Middle East,SK Telecom,SUV-Connected,2025-02-25,104.0,162.7,0.28,0.968,2806
India & Middle East,Etisalat,Fleet-Leasing,2025-02-01,53.0,129.8,0.1,0.936,3641
Europe & MENA,Deutsche Telekom,Luxury-Flagship,2025-01-02,113.9,165.6,0.54,0.935,1705
North America,Telefonica,Moto-2W,2025-02-19,64.4,104.3,0.76,0.982,3210
Latin America,TIM,EV-Urban,2025-02-06,87.3,148.1,0.49,0.945,4723
North America,Airtel,SUV-Connected,2025-01-08,89.5,165.1,0.27,0.951,1312
Europe & MENA,SK Telecom,EV-Urban,2025-01-15,60.0,119.1,0.27,0.989,2122
India & Middle East,Telefonica,Commercial-Van,2025-01-01,82.2,158.0,0.82,0.978,4839
Europe & MENA,Singtel,Fleet-Leasing,2025-01-25,117.4,157.9,0.08,0.989,4900
Latin America,Telstra,Luxury-Flagship,2025-01-25,72.2,97.4,0.52,0.963,780
Oceania,Vodafone,SUV-Connected,2025-02-26,128.1,176.5,0.4,0.975,720
Oceania,Singtel,EV-Premium,2025-02-11,115.2,184.8,0.62,0.958,1613
Asia-Pacific,Rogers,EV-Urban,2025-02-21,67.4,120.7,0.44,0.988,2374
Latin America,Vodafone,Moto-2W,2025-02-07,66.4,139.3,0.69,0.939,1881
Oceania,NTT Docomo,EV-Premium,2025-01-12,122.7,169.1,0.85,0.944,4030
Oceania,Airtel,Luxury-Flagship,2025-02-16,97.5,157.4,0.56,0.966,993
North America,AT&T,Moto-2W,2025-01-07,120.0,174.1,0.44,0.955,1613
Latin America,Rogers,EV-Premium,2025-01-16,106.1,157.2,0.66,0.949,3596
Europe & MENA,Singtel,Commercial-Van,2025-02-08,121.1,189.2,0.7,0.99,1204
North America,Rogers,Moto-2W,2025-02-25,114.0,161.5,0.71,0.985,1165
Europe & MENA,Telefonica,Fleet-Leasing,2025-01-03,74.6,120.4,0.85,0.971,2734
India & Middle East,Rogers,Fleet-Leasing,2025-01-25,74.7,124.6,0.11,0.937,3884
North America,SK Telecom,EV-Premium,2025-02-27,79.8,134.4,0.53,0.965,2412
Oceania,Deutsche Telekom,EV-Urban,2025-02-17,103.2,141.4,0.1,0.987,1357
India & Middle East,NTT Docomo,Fleet-Leasing,2025-01-02,119.5,145.8,0.34,0.937,933
North America,Airtel,EV-Urban,2025-02-06,64.3,94.9,0.75,0.962,2892
Asia-Pacific,NTT Docomo,Moto-2W,2025-02-21,76.1,125.4,0.79,0.986,4808
Asia-Pacific,SK Telecom,Commercial-Van,2025-01-05,73.9,143.1,0.65,0.934,2721
Oceania,AT&T,EV-Urban,2025-01-01,94.8,173.5,0.11,0.964,2113
India & Middle East,Telefonica,Compact-Connected,2025-01-28,113.5,190.9,0.29,0.95,4830
Asia-Pacific,SK Telecom,Fleet-Leasing,2025-02-08,116.0,153.4,0.62,0.952,3345
Europe & MENA,TIM,Compact-Connected,2025-01-16,72.7,127.8,0.61,0.977,814
Asia-Pacific,Deutsche Telekom,Moto-2W,2025-02-14,131.8,167.0,0.24,0.957,4924
Asia-Pacific,Telstra,Luxury-Flagship,2025-01-09,111.3,181.3,0.15,0.98,4770
North America,AT&T,EV-Premium,2025-02-14,45.2,119.3,0.81,0.954,4184
India & Middle East,Telefonica,EV-Premium,2025-01-21,68.0,108.8,0.76,0.984,877
Asia-Pacific,Deutsche Telekom,Commercial-Van,2025-01-11,79.7,104.9,0.73,0.942,512
North America,Telefonica,EV-Premium,2025-02-28,63.4,134.1,0.23,0.985,1793
India & Middle East,NTT Docomo,Moto-2W,2025-02-11,97.4,155.0,0.51,0.943,734
India & Middle East,Etisalat,SUV-Connected,2025-02-24,123.3,194.6,0.05,0.985,4241
Asia-Pacific,AT&T,EV-Urban,2025-02-21,128.0,161.9,0.62,0.93,2713
India & Middle East,Deutsche Telekom,EV-Premium,2025-02-19,53.0,96.4,0.78,0.931,1193
Asia-Pacific,Rogers,Compact-Connected,2025-02-02,69.7,123.5,0.46,0.934,2874
India & Middle East,Deutsche Telekom,EV-Urban,2025-01-19,82.5,140.4,0.66,0.933,1456
Europe & MENA,AT&T,Fleet-Leasing,2025-02-27,130.4,161.6,0.35,0.942,2711
Asia-Pacific,TIM,Commercial-Van,2025-02-15,109.7,170.5,0.8,0.982,4102
North America,Telefonica,Fleet-Leasing,2025-01-13,72.6,132.7,0.1,0.952,1146
Asia-Pacific,Rogers,Commercial-Van,2025-01-24,128.5,207.4,0.15,0.935,3354
Latin America,Deutsche Telekom,EV-Urban,2025-02-11,95.9,162.5,0.27,0.932,4497
Europe & MENA,Telstra,Luxury-Flagship,2025-01-02,74.7,151.7,0.35,0.965,2888
Asia-Pacific,SK Telecom,Luxury-Flagship,2025-01-15,58.1,98.8,0.75,0.971,4581
Europe & MENA,AT&T,Fleet-Leasing,2025-02-22,80.6,118.3,0.14,0.944,1054
Latin America,Vodafone,EV-Premium,2025-01-04,70.8,103.8,0.73,0.941,4751
North America,TIM,EV-Premium,2025-01-17,69.4,134.7,0.83,0.967,2340
Europe & MENA,TIM,Compact-Connected,2025-01-18,124.1,198.4,0.07,0.946,1538
North America,Singtel,Fleet-Leasing,2025-01-08,117.2,181.7,0.76,0.963,4062
Oceania,Singtel,Fleet-Leasing,2025-01-08,107.2,153.3,0.23,0.978,1957
Europe & MENA,Deutsche Telekom,Compact-Connected,2025-02-25,77.3,104.0,0.46,0.932,3810
India & Middle East,Vodafone,EV-Urban,2025-02-15,87.3,120.9,0.66,0.935,719
India & Middle East,Deutsche Telekom,Compact-Connected,2025-02-24,111.4,185.1,0.79,0.943,3243
Oceania,TIM,Moto-2W,2025-01-05,79.1,145.5,0.66,0.967,4995
Latin America,TIM,Luxury-Flagship,2025-02-24,110.0,140.4,0.88,0.949,2204
Asia-Pacific,Rogers,EV-Urban,2025-02-25,111.8,171.9,0.77,0.963,4258
Asia-Pacific,Airtel,Fleet-Leasing,2025-01-26,93.1,146.4,0.19,0.992,2237
Europe & MENA,Vodafone,EV-Premium,2025-02-24,95.0,145.9,0.6,0.946,1909
North America,Vodafone,EV-Urban,2025-01-23,114.6,163.7,0.32,0.985,2701
Europe & MENA,NTT Docomo,Luxury-Flagship,2025-03-01,70.8,105.9,0.11,0.952,3191
North America,Airtel,Moto-2W,2025-02-17,122.9,159.6,0.32,0.951,4831
Asia-Pacific,Telefonica,EV-Premium,2025-01-12,88.4,121.8,0.34,0.957,3350
North America,Etisalat,Compact-Connected,2025-02-23,97.6,160.6,0.45,0.939,2068
North America,Deutsche Telekom,Fleet-Leasing,2025-01-27,104.5,176.8,0.67,0.988,4919
Asia-Pacific,Airtel,Luxury-Flagship,2025-02-08,119.1,183.0,0.81,0.969,3586
Oceania,Airtel,Commercial-Van,2025-01-14,113.9,149.2,0.87,0.969,2542
Latin America,Telefonica,Commercial-Van,2025-01-03,112.3,166.5,0.24,0.959,3182
Latin America,TIM,EV-Urban,2025-01-17,122.7,168.6,0.76,0.955,1598
Oceania,TIM,EV-Urban,2025-02-27,127.9,191.8,0.55,0.98,1712
Asia-Pacific,Orange,EV-Premium,2025-02-08,70.8,147.0,0.17,0.944,1675
Latin America,AT&T,EV-Premium,2025-02-01,96.6,128.8,0.89,0.962,4311
Oceania,Telstra,Moto-2W,2025-02-12,120.8,173.0,0.21,0.948,3209
Oceania,Etisalat,EV-Premium,2025-01-13,119.4,181.5,0.06,0.936,4151
Latin America,Singtel,Fleet-Leasing,2025-01-01,132.0,176.8,0.39,0.939,4598
Oceania,Vodafone,EV-Urban,2025-01-30,64.3,117.0,0.82,0.934,4099
India & Middle East,Deutsche Telekom,SUV-Connected,2025-01-18,103.1,170.3,0.56,0.957,1220
North America,NTT Docomo,Luxury-Flagship,2025-01-03,103.1,142.6,0.52,0.941,2908
Latin America,NTT Docomo,Fleet-Leasing,2025-02-20,45.8,76.9,0.56,0.956,4803
Asia-Pacific,NTT Docomo,Compact-Connected,2025-01-28,75.8,135.8,0.05,0.966,4617
Latin America,Orange,Luxury-Flagship,2025-01-11,94.4,172.2,0.66,0.986,4270
Europe & MENA,NTT Docomo,EV-Urban,2025-01-09,99.8,134.5,0.21,0.955,4532
Asia-Pacific,NTT Docomo,Commercial-Van,2025-02-05,114.4,150.1,0.55,0.961,1335
Latin America,Telefonica,Fleet-Leasing,2025-01-14,47.7,106.1,0.08,0.961,3298
Oceania,NTT Docomo,SUV-Connected,2025-01-03,62.0,98.1,0.41,0.972,1006
North America,Deutsche Telekom,Commercial-Van,2025-02-28,102.2,145.3,0.75,0.974,2404
India & Middle East,Telefonica,Fleet-Leasing,2025-02-02,105.9,162.2,0.69,0.945,3959
Oceania,TIM,EV-Premium,2025-01-08,101.6,157.4,0.59,0.939,2968
Latin America,TIM,Compact-Connected,2025-02-08,58.3,109.3,0.77,0.991,3921
Oceania,NTT Docomo,EV-Urban,2025-02-22,72.2,142.3,0.35,0.948,1834
Latin America,Orange,EV-Premium,2025-02-24,133.9,169.9,0.86,0.951,2152
Oceania,Rogers,EV-Urban,2025-02-18,66.8,146.4,0.77,0.96,2277
North America,Vodafone,Fleet-Leasing,2025-01-12,81.3,158.9,0.34,0.936,1351
Europe & MENA,Vodafone,Compact-Connected,2025-02-03,95.5,157.3,0.3,0.947,4023
North America,Orange,Commercial-Van,2025-01-13,116.1,143.4,0.84,0.984,1598
Europe & MENA,Orange,EV-Premium,2025-02-12,107.3,142.9,0.71,0.938,4499
North America,Telefonica,Commercial-Van,2025-02-12,95.8,138.6,0.84,0.942,1597
India & Middle East,Singtel,Compact-Connected,2025-01-06,93.3,132.5,0.86,0.951,3991
Asia-Pacific,Singtel,EV-Urban,2025-01-11,69.0,125.3,0.74,0.962,702
North America,SK Telecom,EV-Urban,2025-01-28,108.8,144.6,0.9,0.975,725
Europe & MENA,Vodafone,Moto-2W,2025-02-25,132.3,188.3,0.69,0.972,4073
Asia-Pacific,Telstra,EV-Urban,2025-02-08,110.9,166.9,0.77,0.95,2904
Asia-Pacific,Airtel,Commercial-Van,2025-01-20,45.0,79.2,0.08,0.958,2083
Asia-Pacific,NTT Docomo,Commercial-Van,2025-01-04,119.4,145.3,0.5,0.953,4700
North America,Singtel,Luxury-Flagship,2025-02-24,59.3,90.4,0.52,0.958,3351
North America,Airtel,EV-Premium,2025-01-22,63.8,102.8,0.89,0.992,741
Asia-Pacific,Orange,SUV-Connected,2025-02-21,133.3,164.7,0.83,0.932,2717
India & Middle East,AT&T,Moto-2W,2025-02-20,104.4,148.9,0.06,0.957,1825
Europe & MENA,TIM,Moto-2W,2025-02-04,51.5,118.0,0.08,0.935,3695
Oceania,NTT Docomo,Compact-Connected,2025-01-19,109.8,156.8,0.65,0.983,4984
Oceania,Deutsche Telekom,EV-Premium,2025-02-15,71.1,124.6,0.25,0.965,4161
North America,TIM,Luxury-Flagship,2025-02-07,84.8,151.9,0.53,0.983,3276
North America,Vodafone,Luxury-Flagship,2025-02-21,117.3,192.7,0.79,0.976,1747
Latin America,Vodafone,EV-Premium,2025-01-17,82.2,160.2,0.45,0.99,3355
Latin America,Singtel,Compact-Connected,2025-02-21,129.4,175.3,0.76,0.942,1086
Latin America,Vodafone,Fleet-Leasing,2025-02-09,129.8,192.2,0.44,0.963,4283
Europe & MENA,Singtel,Moto-2W,2025-02-28,52.4,85.1,0.33,0.965,2136
India & Middle East,Telefonica,Luxury-Flagship,2025-01-02,95.7,145.3,0.9,0.986,2512
Europe & MENA,Singtel,EV-Urban,2025-01-07,76.1,110.0,0.61,0.956,1723
Europe & MENA,Singtel,SUV-Connected,2025-01-21,69.9,144.9,0.13,0.938,734
Oceania,TIM,SUV-Connected,2025-01-06,95.5,162.5,0.25,0.934,4554
India & Middle East,Telstra,Moto-2W,2025-02-23,51.7,84.6,0.18,0.94,3987
Europe & MENA,Orange,EV-Urban,2025-01-21,93.2,161.9,0.16,0.983,740
India & Middle East,Orange,EV-Urban,2025-02-22,95.9,121.3,0.78,0.95,4539
India & Middle East,Telefonica,Luxury-Flagship,2025-02-20,123.4,191.7,0.75,0.982,4810
Europe & MENA,Singtel,EV-Urban,2025-01-30,54.3,84.2,0.4,0.95,606
Oceania,Deutsche Telekom,Moto-2W,2025-02-12,72.9,139.7,0.6,0.943,2869
Europe & MENA,NTT Docomo,EV-Urban,2025-02-05,73.5,110.6,0.44,0.965,3980
Latin America,AT&T,Fleet-Leasing,2025-01-23,79.4,155.6,0.1,0.933,4994
India & Middle East,Airtel,Luxury-Flagship,2025-02-04,82.3,133.7,0.82,0.964,2602
Asia-Pacific,Etisalat,Commercial-Van,2025-01-10,45.8,97.0,0.06,0.981,4377
India & Middle East,Rogers,Fleet-Leasing,2025-02-19,94.5,133.8,0.28,0.984,3813
Asia-Pacific,Vodafone,Fleet-Leasing,2025-02-06,98.8,129.4,0.27,0.953,1246
Asia-Pacific,Telstra,Fleet-Leasing,2025-01-07,92.8,166.5,0.79,0.973,882
North America,Etisalat,SUV-Connected,2025-02-20,75.2,149.6,0.36,0.97,2006
Asia-Pacific,TIM,Moto-2W,2025-01-13,97.9,137.1,0.08,0.969,4188
Latin America,AT&T,EV-Urban,2025-02-15,85.4,148.7,0.8,0.967,1412
North America,Airtel,Commercial-Van,2025-01-27,115.9,179.0,0.72,0.973,1021
Latin America,Airtel,EV-Premium,2025-02-11,108.0,135.4,0.64,0.954,3566
Asia-Pacific,Telstra,Fleet-Leasing,2025-01-01,63.8,118.0,0.48,0.981,2735
North America,Vodafone,Compact-Connected,2025-02-01,122.3,197.2,0.67,0.948,1931
India & Middle East,Telstra,EV-Premium,2025-01-20,104.2,130.7,0.12,0.962,4230
India & Middle East,Deutsche Telekom,EV-Urban,2025-02-13,70.8,109.5,0.23,0.941,1750
North America,Telefonica,EV-Urban,2025-02-17,126.5,191.4,0.26,0.975,2899
Latin America,Etisalat,EV-Premium,2025-01-04,71.0,147.4,0.75,0.961,4521
Latin America,TIM,Luxury-Flagship,2025-02-20,93.8,152.6,0.33,0.93,2873
Latin America,Deutsche Telekom,EV-Urban,2025-01-06,80.2,149.7,0.69,0.962,4759
Oceania,Etisalat,Commercial-Van,2025-01-01,56.1,129.7,0.53,0.933,2140
India & Middle East,Orange,Moto-2W,2025-02-27,88.4,127.4,0.69,0.976,3543
Europe & MENA,Deutsche Telekom,Compact-Connected,2025-01-06,127.0,180.8,0.32,0.954,3757
Oceania,Vodafone,Commercial-Van,2025-02-21,85.5,141.2,0.31,0.931,2044
Latin America,Telefonica,Moto-2W,2025-02-01,98.7,178.1,0.05,0.969,3194
Oceania,Etisalat,EV-Premium,2025-02-25,130.9,200.4,0.07,0.972,860
Latin America,Airtel,SUV-Connected,2025-01-07,94.4,152.7,0.74,0.965,4656
Latin America,Telefonica,Compact-Connected,2025-01-01,72.1,148.8,0.5,0.967,591
Latin America,Vodafone,Commercial-Van,2025-02-13,69.0,133.5,0.35,0.936,2128
India & Middle East,SK Telecom,Luxury-Flagship,2025-03-01,67.7,123.7,0.63,0.94,2993
Asia-Pacific,NTT Docomo,Fleet-Leasing,2025-02-27,116.9,195.2,0.17,0.956,3236
Asia-Pacific,Orange,Moto-2W,2025-02-15,95.7,156.4,0.52,0.988,3214
India & Middle East,Etisalat,SUV-Connected,2025-01-28,48.0,95.2,0.76,0.931,1158
Oceania,Orange,Commercial-Van,2025-02-20,47.9,124.5,0.34,0.939,3649
North America,Singtel,Fleet-Leasing,2025-01-11,52.4,115.5,0.23,0.964,2533
Europe & MENA,NTT Docomo,SUV-Connected,2025-01-16,47.2,106.8,0.71,0.941,4613
North America,Airtel,Moto-2W,2025-01-15,121.9,194.1,0.1,0.955,1573
Asia-Pacific,Orange,SUV-Connected,2025-02-12,127.2,199.5,0.71,0.935,895
Asia-Pacific,Airtel,EV-Urban,2025-02-25,121.8,179.7,0.79,0.973,3685
North America,Deutsche Telekom,Commercial-Van,2025-02-12,133.8,186.2,0.84,0.959,2343
India & Middle East,Vodafone,EV-Premium,2025-01-12,82.3,147.1,0.3,0.98,905
Europe & MENA,Orange,EV-Urban,2025-01-30,92.8,138.3,0.68,0.931,746
India & Middle East,AT&T,SUV-Connected,2025-02-01,56.8,94.8,0.75,0.991,3944
North America,Vodafone,SUV-Connected,2025-01-22,133.5,168.8,0.85,0.955,3382
Europe & MENA,TIM,SUV-Connected,2025-02-20,101.1,131.7,0.41,0.99,2462
Europe & MENA,SK Telecom,Compact-Connected,2025-02-07,91.1,150.1,0.31,0.971,788
Asia-Pacific,AT&T,EV-Urban,2025-01-06,59.0,86.9,0.83,0.969,552
Europe & MENA,Telstra,Commercial-Van,2025-02-20,126.0,161.2,0.19,0.961,1759
Oceania,Rogers,Moto-2W,2025-02-08,98.9,173.5,0.72,0.967,4503
Asia-Pacific,Rogers,Commercial-Van,2025-03-01,97.3,137.7,0.39,0.955,727
Europe & MENA,SK Telecom,EV-Premium,2025-02-02,117.7,197.0,0.42,0.965,2067
North America,Telstra,Commercial-Van,2025-02-28,84.7,139.6,0.65,0.971,1339
Asia-Pacific,SK Telecom,Compact-Connected,2025-02-01,132.6,203.9,0.46,0.93,2947
Asia-Pacific,NTT Docomo,Moto-2W,2025-01-19,70.5,96.7,0.74,0.953,744
North America,Airtel,Moto-2W,2025-01-08,56.7,109.7,0.27,0.985,3656
Oceania,AT&T,Moto-2W,2025-01-18,55.9,101.0,0.23,0.96,677
North America,TIM,Commercial-Van,2025-02-05,88.4,163.3,0.86,0.96,1713
Asia-Pacific,Rogers,SUV-Connected,2025-02-01,83.2,142.8,0.12,0.946,1947
Latin America,Telstra,SUV-Connected,2025-01-28,81.4,154.6,0.55,0.952,4340
Europe & MENA,Rogers,Compact-Connected,2025-01-07,116.2,186.2,0.87,0.953,3860
Asia-Pacific,Singtel,Luxury-Flagship,2025-01-07,131.9,192.5,0.84,0.938,2691
Oceania,Telstra,Fleet-Leasing,2025-01-07,123.0,181.3,0.43,0.937,4583
Oceania,TIM,SUV-Connected,2025-02-22,63.9,125.1,0.32,0.988,3739
Latin America,Airtel,Fleet-Leasing,2025-02-04,99.8,144.9,0.78,0.955,1672
Oceania,Telstra,Compact-Connected,2025-02-18,99.5,176.4,0.38,0.982,510
Latin America,Etisalat,Luxury-Flagship,2025-02-24,130.1,196.4,0.22,0.989,1218
Oceania,SK Telecom,Luxury-Flagship,2025-01-31,125.3,198.3,0.61,0.958,611
North America,Vodafone,Commercial-Van,2025-01-18,58.6,84.6,0.24,0.955,789
Europe & MENA,Airtel,EV-Urban,2025-02-25,45.1,88.5,0.32,0.934,1419
Asia-Pacific,NTT Docomo,SUV-Connected,2025-01-24,116.5,155.4,0.56,0.952,2450
Asia-Pacific,Telefonica,Commercial-Van,2025-01-29,73.2,145.0,0.2,0.968,1538
North America,Telstra,Compact-Connected,2025-02-12,48.1,90.7,0.63,0.948,3594
India & Middle East,AT&T,Commercial-Van,2025-02-20,67.4,124.8,0.77,0.964,3942
North America,NTT Docomo,Fleet-Leasing,2025-02-23,122.1,156.0,0.16,0.951,4054
India & Middle East,Telstra,SUV-Connected,2025-01-12,57.9,103.3,0.16,0.954,4760
Latin America,Telstra,SUV-Connected,2025-02-20,75.4,110.7,0.1,0.947,1270
Oceania,AT&T,Commercial-Van,2025-01-12,47.5,122.8,0.83,0.982,4315
